Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
TX,Los Veteranos II CDP,0.958,0,0.042,0,0.958
TX,Los Ybanez city,0.368,0,0.105,0,0.737
TX,Lott city,0.752,0.159,0.005,0.001,0.169
TX,Louise CDP,0.759,0.087,0.004,0,0.343
TX,Lovelady city,0.883,0.066,0,0,0.069
TX,Lowry Crossing city,0.891,0.007,0.005,0.015,0.148
TX,Lozano CDP,0.97,0.005,0,0.017,0.921
TX,Lubbock city,0.758,0.086,0.007,0.024,0.321
TX,Lucas city,0.919,0.013,0.009,0.022,0.06
TX,Lueders city,0.882,0.009,0.006,0,0.107
TX,Lufkin city,0.567,0.274,0.005,0.017,0.241
TX,Luling city,0.708,0.085,0.004,0.005,0.526
TX,Lumberton city,0.963,0.004,0.003,0.007,0.047
TX,Lyford city,0.833,0.008,0.003,0.001,0.933
TX,Lytle city,0.843,0.003,0.016,0.002,0.656
TX,Mabank town,0.888,0.04,0.007,0.012,0.087
TX,McAllen city,0.839,0.009,0.004,0.026,0.846
TX,McCamey city,0.686,0.023,0.019,0,0.594
TX,McDade CDP,0.736,0.012,0.009,0.006,0.283
TX,Macdona CDP,0.653,0.018,0.041,0.005,0.794
TX,McGregor city,0.683,0.087,0.011,0.002,0.371
TX,McKinney city,0.748,0.105,0.007,0.041,0.186
TX,McKinney Acres CDP,0.669,0.01,0.01,0.005,0.591
TX,McLean town,0.938,0.009,0.022,0.004,0.081
TX,McLendon-Chisholm city,0.944,0.02,0.001,0.004,0.066
TX,McQueeney CDP,0.888,0.027,0.008,0.004,0.288
TX,Madisonville city,0.514,0.292,0.003,0.006,0.312
TX,Magnolia city,0.813,0.103,0.005,0.008,0.117
TX,Malakoff city,0.695,0.187,0.007,0.001,0.16
TX,Malone town,0.784,0.134,0.004,0,0.193
TX,Manchaca CDP,0.823,0.015,0.019,0.009,0.321
TX,Manor city,0.456,0.276,0.01,0.015,0.475
TX,Mansfield city,0.735,0.142,0.006,0.037,0.154
TX,Manuel Garcia CDP,0.946,0,0,0,0.857
TX,Manuel Garcia II CDP,0.909,0,0,0,1
TX,Manvel city,0.665,0.17,0.005,0.052,0.226
TX,Marathon CDP,0.881,0.002,0.014,0,0.433
TX,Marble Falls city,0.831,0.039,0.007,0.008,0.279
TX,Marfa city,0.9,0.006,0.006,0.001,0.687
TX,Marietta town,0.925,0.075,0,0,0.007
TX,Marion city,0.801,0.049,0,0.015,0.434
TX,Markham CDP,0.73,0.121,0.002,0,0.349
TX,Marlin city,0.381,0.455,0.005,0.004,0.237
TX,Marquez city,0.722,0.091,0.008,0,0.247
TX,Marshall city,0.48,0.383,0.008,0.008,0.17
TX,Mart city,0.646,0.286,0.009,0.003,0.128
TX,Martindale city,0.763,0.021,0.004,0.01,0.565
TX,Martinez CDP,1,0,0,0,1
TX,Mason city,0.901,0.006,0.003,0.002,0.33
TX,Matador town,0.906,0.023,0.003,0,0.171
TX,Matagorda CDP,0.895,0.01,0.006,0,0.129
TX,Mathis city,0.857,0.015,0.003,0.001,0.916
TX,Maud city,0.934,0.045,0.003,0.004,0.022
TX,Mauriceville CDP,0.946,0.008,0.003,0,0.083
TX,Maypearl city,0.86,0.058,0.013,0.001,0.184
TX,Meadow town,0.841,0,0.005,0,0.595
TX,Meadowlakes city,0.961,0.003,0.003,0.014,0.064
TX,Meadows Place city,0.651,0.093,0.006,0.173,0.182
TX,Medina CDP,0.955,0.002,0.002,0,0.977
TX,Megargel town,0.936,0,0.01,0,0.025
TX,Melissa city,0.845,0.054,0.01,0.006,0.128
TX,Melvin town,0.82,0,0.006,0,0.343
TX,Memphis city,0.747,0.088,0.01,0.001,0.329
TX,Menard city,0.778,0.005,0.011,0,0.459
TX,Mentone CDP,0.842,0,0.053,0,0.211
TX,Mercedes city,0.853,0.002,0.006,0.001,0.919
TX,Meridian city,0.825,0.046,0.005,0.003,0.311
TX,Merkel town,0.875,0.011,0.003,0.002,0.178
TX,Mertens town,0.824,0,0,0,0.304
TX,Mertzon city,0.891,0.012,0.001,0.001,0.359
TX,Mesquite city,0.59,0.218,0.008,0.032,0.316
TX,Mesquite CDP,1,0,0,0,0.956
TX,Mexia city,0.48,0.317,0.006,0.006,0.28
TX,Miami city,0.941,0.002,0.005,0.002,0.079
TX,Midland city,0.755,0.079,0.007,0.014,0.376
TX,Midlothian city,0.885,0.036,0.004,0.008,0.152
TX,Midway city,0.785,0.123,0,0,0.114
TX,Midway North CDP,0.859,0.007,0.007,0,0.986
TX,Midway South CDP,0.836,0.008,0.003,0,0.944
TX,Miguel Barrera CDP,1,0,0,0,1
TX,Mikes CDP,0.988,0,0.002,0,1
TX,Mila Doce CDP,0.879,0.003,0.001,0,0.989
TX,Milam CDP,0.908,0.051,0.011,0.005,0.027
TX,Milano city,0.836,0.077,0,0,0.18
TX,Mildred town,0.875,0.038,0.041,0.016,0.117
TX,Miles city,0.828,0.007,0.013,0.001,0.364
TX,Milford town,0.661,0.265,0.001,0.001,0.118
TX,Miller's Cove town,0.718,0.013,0.007,0,0.852
TX,Millican town,0.821,0.05,0,0.004,0.192
TX,Millsap town,0.873,0.002,0.005,0.005,0.176
TX,Mineola city,0.782,0.107,0.009,0.007,0.175
TX,Mineral Wells city,0.753,0.078,0.007,0.005,0.263
TX,Mingus city,0.889,0,0.013,0,0.166
TX,Mi Ranchito Estate CDP,0.957,0,0,0,1
TX,Mirando City CDP,0.907,0.011,0.003,0,0.952
TX,Mission city,0.886,0.007,0.003,0.015,0.854
TX,Mission Bend CDP,0.361,0.297,0.005,0.153,0.403
TX,Missouri City city,0.336,0.418,0.004,0.162,0.153
TX,Mobeetie city,0.921,0.01,0,0,0.05
TX,Mobile City city,0.537,0.016,0,0,0.777
TX,Monahans city,0.751,0.065,0.009,0.004,0.51
TX,Montague CDP,0.951,0.013,0.007,0,0.082
TX,Mont Belvieu city,0.875,0.029,0.009,0.006,0.125
TX,Monte Alto CDP,0.891,0.001,0.009,0,0.947
TX,Montgomery city,0.671,0.264,0.006,0.006,0.145
TX,Moody city,0.786,0.086,0.001,0,0.2
TX,Moore CDP,0.806,0.002,0.011,0,0.613
TX,Moore Station city,0.119,0.816,0,0.01,0.045
TX,Moraida CDP,0.991,0,0,0,0.948
TX,Morales-Sanchez CDP,0.929,0,0,0,0.929
TX,Moran city,0.885,0.004,0.011,0.004,0.174
TX,Morgan city,0.876,0,0.01,0,0.394
TX,Morgan Farm CDP,0.881,0.028,0.006,0.002,0.715
TX,Morgan's Point city,0.737,0.103,0.027,0.006,0.251
TX,Morgan's Point Resort city,0.921,0.015,0.006,0.004,0.12
TX,Morning Glory CDP,0.859,0.002,0.005,0,0.98
TX,Morse CDP,0.925,0.007,0,0,0.306
TX,Morton city,0.703,0.046,0.012,0.002,0.611
TX,Moulton town,0.845,0.007,0,0.001,0.214
TX,Mountain City city,0.909,0.003,0.008,0.008,0.224
TX,Mount Calm city,0.806,0.072,0.006,0.003,0.203
TX,Mount Enterprise city,0.864,0.076,0,0,0.083
TX,Mount Pleasant city,0.578,0.147,0.012,0.011,0.51
TX,Mount Vernon town,0.757,0.12,0.011,0.006,0.147
TX,Muenster city,0.977,0.001,0.003,0.006,0.039
TX,Muleshoe city,0.752,0.013,0.015,0.004,0.643
TX,Mullin town,0.894,0,0,0,0.184
TX,Munday city,0.705,0.07,0.005,0,0.382
TX,Muniz CDP,0.913,0,0,0,0.998
TX,Murchison city,0.916,0.019,0,0,0.106
TX,Murillo CDP,0.917,0.007,0.003,0.008,0.961
TX,Murphy city,0.604,0.109,0.005,0.234,0.078
TX,Mustang town,0.81,0.19,0,0,0
TX,Mustang Ridge city,0.735,0.014,0.003,0.006,0.639
TX,Myrtle Springs CDP,0.909,0.016,0.012,0.004,0.076
TX,Nacogdoches city,0.585,0.288,0.005,0.018,0.168
TX,Naples city,0.657,0.287,0.009,0,0.046
TX,Narciso Pena CDP,0.933,0,0.067,0,1
TX,Nash city,0.634,0.238,0.013,0.008,0.143
TX,Nassau Bay city,0.859,0.034,0.008,0.035,0.143
TX,Natalia city,0.778,0.003,0.01,0.003,0.836
TX,Navarro town,0.89,0.052,0.01,0.019,0.067
TX,Navasota city,0.524,0.306,0.005,0.004,0.384
TX,Nazareth city,0.987,0.003,0.01,0,0.106
TX,Nederland city,0.878,0.04,0.003,0.028,0.107
TX,Needville city,0.749,0.104,0.004,0.005,0.247
TX,Nesbitt town,0.811,0.171,0.007,0,0.004
TX,Netos CDP,1,0,0,0,1
TX,Nevada city,0.915,0.028,0.009,0.006,0.09
TX,Newark city,0.884,0.002,0.004,0.003,0.192
TX,New Berlin city,0.933,0.023,0.002,0,0.102
TX,New Boston city,0.76,0.185,0.008,0.005,0.045
TX,New Braunfels city,0.868,0.019,0.007,0.01,0.35
TX,Newcastle city,0.99,0,0,0,0.039
TX,New Chapel Hill city,0.923,0.02,0,0.005,0.088
TX,New Deal town,0.834,0.009,0.006,0,0.368
TX,New Fairview city,0.857,0.007,0.023,0,0.173
TX,New Falcon CDP,0.895,0,0.01,0.005,0.984
TX,New Home city,0.874,0.003,0.003,0,0.527
TX,New Hope town,0.935,0,0.011,0.003,0.122
TX,New London city,0.871,0.065,0.003,0.001,0.073
TX,New Summerfield city,0.763,0.027,0.026,0.002,0.715
TX,New Territory CDP,0.474,0.063,0.002,0.409,0.083
TX,Newton city,0.621,0.353,0.004,0.007,0.046
TX,New Waverly city,0.637,0.283,0.006,0.005,0.108
TX,Neylandville town,0.412,0.433,0,0,0.155
TX,Niederwald city,0.782,0.021,0.009,0.004,0.451
TX,Nina CDP,0.993,0.007,0,0,1
TX,Nixon city,0.701,0.028,0.008,0.003,0.763
TX,Nocona city,0.897,0.005,0.008,0.002,0.191
TX,Nocona Hills CDP,0.97,0.009,0.007,0,0.053
TX,Nolanville city,0.705,0.139,0.012,0.019,0.219
TX,Nome city,0.714,0.184,0.003,0,0.141
TX,Noonday city,0.875,0.094,0.003,0.003,0.06
TX,Nordheim city,0.847,0.026,0.01,0,0.352
TX,Normangee town,0.724,0.177,0.009,0.001,0.095
TX,Normanna CDP,0.841,0.027,0,0,0.487
TX,North Alamo CDP,0.991,0.002,0.001,0,0.93
TX,North Cleveland city,0.733,0.036,0.004,0.008,0.259
TX,North Escobares CDP,1,0,0,0,1
TX,Northlake town,0.845,0.049,0.012,0.021,0.117
TX,North Pearsall CDP,0.853,0.003,0,0,0.842
TX,North Richland Hills city,0.838,0.048,0.007,0.028,0.156
TX,Northridge CDP,1,0,0,0,1
TX,North San Pedro CDP,0.755,0,0.002,0,0.983
TX,Novice city,0.964,0,0.007,0,0.029
TX,Oak Grove town,0.955,0.027,0.002,0.002,0.043
TX,Oakhurst CDP,0.841,0.133,0,0,0.039
TX,Oak Island CDP,0.65,0.014,0,0.176,0.22
TX,Oak Leaf city,0.826,0.116,0.005,0.008,0.089
TX,Oak Point city,0.896,0.024,0.003,0.008,0.143
TX,Oak Ridge town (Cooke County),0.943,0,0.021,0,0.099
TX,Oak Ridge town (Kaufman County),0.83,0.109,0.012,0,0.081
TX,Oak Ridge North city,0.938,0.013,0.004,0.012,0.102
TX,Oak Trail Shores CDP,0.817,0.012,0.007,0.003,0.303
TX,Oak Valley town,0.924,0.019,0,0.008,0.12
TX,Oakwood town,0.651,0.292,0.01,0.006,0.071
TX,O'Brien city,0.689,0,0,0.009,0.443
TX,Odem city,0.881,0.006,0.002,0,0.792
TX,Odessa city,0.754,0.057,0.01,0.011,0.506
TX,O'Donnell city,0.734,0.012,0.006,0.004,0.628
TX,Oglesby city,0.87,0.01,0,0,0.188
TX,Oilton CDP,0.816,0.014,0,0.003,0.975
TX,Old Escobares CDP,1,0,0,0,1
TX,Old River-Winfree city,0.89,0.049,0.002,0.001,0.069
TX,Olivarez CDP,0.902,0.001,0.001,0.002,0.979
TX,Olivia Lopez de Gutierrez CDP,0.989,0,0,0.011,1
TX,Olmito CDP,0.628,0.006,0.015,0,0.958
TX,Olmito and Olmito CDP,1,0,0,0,1
TX,Olmos Park city,0.941,0.006,0.006,0.008,0.2
TX,Olney city,0.889,0.022,0.008,0.004,0.206
TX,Olton city,0.647,0.007,0.017,0,0.695
TX,Omaha city,0.772,0.158,0.005,0.007,0.062
TX,Onalaska city,0.909,0.05,0.01,0.007,0.035
TX,Opdyke West town,0.764,0.046,0,0,0.443
TX,Orange city,0.609,0.332,0.003,0.017,0.052
TX,Orange Grove city,0.874,0.007,0.003,0.002,0.512
TX,Orason CDP,0.829,0.008,0,0,0.922
TX,Orchard city,0.841,0.043,0.003,0.003,0.364
TX,Ore City city,0.85,0.073,0.014,0.013,0.101
TX,Overton city,0.8,0.161,0.004,0.001,0.04
TX,Ovilla city,0.866,0.087,0.005,0.006,0.081
TX,Owl Ranch CDP,0.809,0,0.071,0,0.978
TX,Oyster Creek city,0.835,0.038,0.016,0.004,0.235
TX,Ozona CDP,0.821,0.007,0.009,0.003,0.682
TX,Pablo Pena CDP,1,0,0,0,1
TX,Paducah town,0.797,0.102,0.001,0,0.223
TX,Paint Rock town,0.817,0,0.026,0.007,0.278
TX,Paisano Park CDP,0.938,0.023,0,0,0.954
TX,Palacios city,0.672,0.044,0.015,0.09,0.604
TX,Palestine city,0.621,0.233,0.005,0.009,0.219
TX,Palisades village,0.975,0,0.015,0,0.062
TX,Palmer town,0.84,0.025,0.008,0.002,0.304
TX,Palmhurst city,0.945,0.007,0.002,0.008,0.787
TX,Palm Valley city,0.953,0.006,0.005,0.007,0.235
TX,Palmview city,0.988,0.001,0,0.001,0.972
TX,Palmview South CDP,0.989,0,0.001,0.001,0.84
TX,Palo Blanco CDP,0.995,0,0,0,0.975
TX,Paloma Creek CDP,0.741,0.156,0.013,0.012,0.155
TX,Paloma Creek South CDP,0.681,0.207,0.007,0.031,0.16
TX,Palo Pinto CDP,0.868,0.036,0,0,0.138
TX,Pampa city,0.809,0.033,0.008,0.004,0.26
TX,Panhandle town,0.94,0.006,0.013,0.002,0.098
TX,Panorama Village city,0.964,0.011,0.002,0.006,0.056
TX,Pantego town,0.897,0.061,0.001,0.022,0.055
TX,Paradise city,0.975,0.002,0.002,0,0.125
TX,Paris city,0.674,0.234,0.015,0.009,0.082
TX,Parker city,0.815,0.03,0.008,0.079,0.108
TX,Pasadena city,0.753,0.023,0.007,0.021,0.622
TX,Pattison city,0.799,0.049,0.004,0.004,0.29
TX,Patton Village city,0.838,0.01,0.013,0.004,0.207
TX,Pawnee CDP,0.837,0,0,0,0.765
TX,Payne Springs town,0.94,0.005,0.013,0.003,0.042
TX,Pearland city,0.62,0.164,0.005,0.124,0.205
TX,Pearsall city,0.789,0.013,0.005,0.033,0.851
TX,Pecan Acres CDP,0.906,0.019,0.006,0.006,0.087
TX,Pecan Gap city,0.931,0.025,0,0,0.039
TX,Pecan Grove CDP,0.861,0.064,0.003,0.02,0.141
TX,Pecan Hill city,0.885,0.022,0.01,0,0.141
TX,Pecan Plantation CDP,0.976,0.002,0.003,0.006,0.032
TX,Pecos city,0.775,0.019,0.004,0.01,0.832
TX,Pelican Bay city,0.924,0.006,0.008,0.006,0.123
TX,Pena CDP,0.983,0,0,0,0.771
TX,Penelope town,0.843,0.01,0,0.01,0.253
TX,Penitas city,0.994,0,0.001,0,0.982
TX,Perezville CDP,0.989,0.001,0.004,0.001,0.729
TX,Perrin CDP,0.952,0.005,0,0.01,0.111
TX,Perryton city,0.847,0.004,0.011,0.003,0.518
TX,Petersburg city,0.698,0.024,0.015,0.002,0.658
TX,Petrolia city,0.931,0.013,0.013,0.003,0.048
TX,Petronila city,0.805,0.009,0,0.009,0.593
TX,Pettus CDP,0.785,0.005,0.027,0.002,0.516
TX,Pflugerville city,0.641,0.155,0.006,0.074,0.277
TX,Pharr city,0.851,0.006,0.005,0.005,0.93
TX,Pilot Point city,0.756,0.038,0.017,0.003,0.282
TX,Pine Forest city,0.955,0.002,0.014,0,0.053
TX,Pine Harbor CDP,0.898,0.026,0.022,0,0.047
TX,Pinehurst CDP,0.815,0.014,0.015,0.002,0.298
TX,Pinehurst city,0.799,0.148,0.01,0.008,0.061
TX,Pine Island town,0.608,0.119,0.018,0.001,0.367
TX,Pineland city,0.734,0.219,0.005,0.002,0.052
TX,Pinewood Estates CDP,0.951,0.013,0.005,0.005,0.059
TX,Piney Point Village city,0.851,0.017,0.001,0.11,0.045
TX,Pittsburg city,0.512,0.259,0.008,0.002,0.337
TX,Placedo CDP,0.697,0.033,0.001,0,0.744
TX,Plains town,0.754,0,0.006,0,0.581
TX,Plainview city,0.685,0.052,0.011,0.005,0.596
TX,Plano city,0.669,0.076,0.004,0.169,0.147
TX,Pleak village,0.704,0.032,0.011,0.008,0.517
TX,Pleasant Hill CDP,0.571,0.05,0,0.006,0.554
TX,Pleasanton city,0.886,0.007,0.006,0.007,0.563
TX,Pleasant Valley town,0.914,0,0.018,0.003,0.065
TX,Plum Grove city,0.915,0.003,0.003,0,0.123
TX,Point city,0.917,0.023,0.006,0.005,0.076
TX,Point Blank city,0.84,0.129,0.012,0,0.035
TX,Point Comfort city,0.841,0.007,0.007,0.075,0.315
TX,Point Venture village,0.946,0.009,0.003,0.01,0.083
TX,Ponder town,0.914,0.031,0.004,0.004,0.125
TX,Port Aransas city,0.942,0.003,0.009,0.013,0.077
TX,Port Arthur city,0.361,0.407,0.007,0.059,0.296
TX,Porter Heights CDP,0.857,0.007,0.022,0.003,0.233
TX,Port Isabel city,0.833,0.005,0.003,0.005,0.765
TX,Portland city,0.882,0.016,0.006,0.013,0.353
TX,Port Lavaca city,0.766,0.038,0.005,0.061,0.566
TX,Port Mansfield CDP,0.929,0,0,0.004,0.226
TX,Port Neches city,0.909,0.01,0.005,0.024,0.099
TX,Port O'Connor CDP,0.868,0.009,0.006,0.013,0.223
TX,Post city,0.82,0.074,0.006,0.001,0.516
TX,Post Oak Bend City town,0.913,0.013,0.007,0.01,0.071
TX,Poteet city,0.804,0.01,0.011,0.002,0.87
TX,Poth town,0.866,0.008,0.004,0.002,0.571
TX,Potosi CDP,0.923,0.013,0.002,0.016,0.069
TX,Pottsboro town,0.925,0.004,0.025,0.009,0.045
TX,Powderly CDP,0.939,0.014,0.022,0.001,0.022
TX,Powell town,0.691,0.272,0,0,0.044
TX,Poynor town,0.961,0.016,0.003,0.01,0.023
TX,Prado Verde CDP,0.89,0.016,0,0.004,0.687
TX,Prairie View city,0.049,0.886,0.002,0.004,0.077
TX,Premont city,0.9,0.005,0.006,0,0.845
TX,Presidio city,0.849,0.006,0.004,0.017,0.938
TX,Preston CDP,0.948,0.001,0.012,0.006,0.021
TX,Primera town,0.852,0.006,0.007,0.001,0.887
TX,Princeton city,0.783,0.064,0.007,0.012,0.242
TX,Progreso city,0.84,0.002,0.006,0.001,0.984
TX,Progreso Lakes city,0.979,0.008,0.004,0,0.638
TX,Prosper town,0.871,0.053,0.006,0.019,0.108
TX,Providence CDP,0.874,0.051,0.007,0.009,0.139
TX,Pueblo East CDP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TX,Pueblo Nuevo CDP,0.965,0,0.01,0,0.977
TX,Putnam town,0.968,0,0,0,0.032
TX,Pyote town,0.851,0.009,0.061,0,0.281
TX,Quail CDP,0.947,0,0.053,0,0
TX,Quail Creek CDP,0.87,0.042,0.004,0.002,0.321
TX,Quanah city,0.84,0.07,0.004,0.003,0.204
TX,Queen City city,0.787,0.182,0.002,0.002,0.02
TX,Quemado CDP,0.996,0,0,0,0.935
TX,Quesada CDP,0.96,0,0,0,1
TX,Quinlan city,0.941,0.006,0.009,0.011,0.091
TX,Quintana town,0.804,0.018,0,0.018,0.268
TX,Quitaque city,0.81,0.051,0.002,0,0.27
TX,Quitman city,0.9,0.051,0.003,0.011,0.04
TX,Radar Base CDP,0.915,0.001,0,0.016,0.958
TX,Rafael Pena CDP,1,0,0,0,1
TX,Ralls city,0.759,0.017,0.009,0.002,0.58
TX,Ramireno CDP,0.743,0,0,0,0.971
TX,Ramirez-Perez CDP,0.936,0,0,0,0.987
TX,Ramos CDP,0.767,0,0,0,1
TX,Ranchette Estates CDP,0.75,0.026,0.007,0,0.961
TX,Ranchitos Del Norte CDP,0.955,0,0,0,1
TX,Ranchitos East CDP,1,0,0,0,1
TX,Ranchitos Las Lomas CDP,0.846,0.004,0,0,0.974
TX,Rancho Alegre CDP,0.868,0.001,0.001,0,0.957
TX,Rancho Banquete CDP,0.759,0.019,0,0.002,0.939
TX,Rancho Chico CDP,0.818,0.025,0.02,0,0.889
TX,Ranchos Penitas West CDP,0.632,0.003,0.012,0,0.981
TX,Rancho Viejo town,0.908,0.009,0.002,0.04,0.647
TX,Rancho Viejo CDP,0.991,0,0,0,1
TX,Randolph AFB CDP,0.759,0.099,0.008,0.041,0.151
TX,Ranger city,0.855,0.035,0.012,0.002,0.166
TX,Rangerville village,0.858,0,0,0.01,0.858
TX,Rankin city,0.871,0.019,0.015,0,0.276
TX,Ransom Canyon town,0.958,0.009,0,0.009,0.071
TX,Ratamosa CDP,0.996,0,0,0,0.732
TX,Ravenna city,0.933,0.01,0.014,0,0.057
TX,Raymondville city,0.859,0.035,0.002,0.011,0.869
TX,Realitos CDP,0.658,0,0,0,0.957
TX,Redfield CDP,0.81,0.12,0,0,0.197
TX,Redford CDP,0.767,0,0.1,0,0.9
TX,Redland CDP,0.613,0.22,0.013,0.005,0.229
TX,Red Lick city,0.91,0.045,0.017,0,0.038
TX,Red Oak city,0.717,0.169,0.006,0.005,0.206
TX,Redwater city,0.859,0.1,0.008,0.002,0.02
TX,Redwood CDP,0.667,0.017,0.014,0.004,0.881
TX,Refugio town,0.762,0.114,0.003,0.002,0.519
TX,Regino Ramirez CDP,0.871,0,0,0,1
TX,Reid Hope King CDP,0.884,0.004,0,0,0.977
TX,Reklaw city,0.884,0.063,0.003,0.024,0.169
TX,Relampago CDP,0.902,0,0,0,0.947
TX,Rendon CDP,0.853,0.059,0.006,0.009,0.143
TX,Reno city (Lamar County),0.886,0.051,0.016,0.01,0.039
TX,Reno city (Parker and Tarrant Counties),0.945,0.001,0.01,0.002,0.096
TX,Retreat town,0.833,0.042,0,0,0.175
TX,Rhome city,0.87,0.007,0.014,0.005,0.125
TX,Ricardo CDP,0.882,0.006,0.003,0.006,0.73
TX,Rice city,0.694,0.051,0.011,0,0.337
TX,Richardson city,0.671,0.086,0.005,0.151,0.16
TX,Richland town,0.89,0.045,0.011,0.004,0.076
TX,Richland Hills city,0.84,0.025,0.008,0.013,0.191
TX,Richland Springs town,0.929,0.006,0.003,0,0.133
TX,Richmond city,0.606,0.18,0.009,0.01,0.554
TX,Richwood city,0.75,0.083,0.009,0.013,0.355
TX,Riesel city,0.916,0.009,0.008,0.003,0.087
TX,Rio Bravo city,0.945,0.001,0.003,0.001,0.989
TX,Rio Grande City city,0.921,0.002,0.003,0.008,0.943
TX,Rio Hondo city,0.902,0.005,0.003,0.001,0.845
TX,Rio Vista city,0.943,0.002,0.015,0.001,0.096
TX,Rising Star town,0.938,0.007,0.004,0.004,0.104
TX,Rivera CDP,1,0,0,0,0.71
TX,Rivereno CDP,0.984,0,0,0,1
TX,River Oaks city,0.783,0.009,0.01,0.007,0.486
TX,Riverside city,0.78,0.141,0.008,0.002,0.092
TX,Riviera CDP,0.806,0.001,0,0.001,0.734
TX,Roanoke city,0.848,0.034,0.009,0.026,0.169
TX,Roaring Springs town,0.944,0,0.034,0,0.073
TX,Robert Lee city,0.891,0.001,0.021,0,0.233
TX,Robinson city,0.88,0.038,0.006,0.005,0.14
TX,Robstown city,0.844,0.016,0.004,0.002,0.936
TX,Roby city,0.857,0.037,0.002,0,0.351
TX,Rochester town,0.725,0.065,0.006,0,0.373
TX,Rockdale city,0.726,0.134,0.009,0.006,0.282
TX,Rockport city,0.887,0.015,0.007,0.024,0.208
TX,Rocksprings town,0.813,0.009,0.011,0.004,0.745
TX,Rockwall city,0.824,0.059,0.006,0.03,0.166
TX,Rocky Mound town,0.547,0.4,0,0,0.093
TX,Rogers town,0.725,0.045,0.012,0.002,0.345
TX,Rollingwood city,0.95,0,0.002,0.023,0.065
TX,Roma city,0.989,0.001,0.001,0,0.948
TX,Roma Creek CDP,1,0,0,0,0.997
TX,Roman Forest town,0.92,0.013,0.004,0.019,0.103
TX,Ropesville city,0.901,0.016,0.018,0.002,0.491
TX,Roscoe city,0.788,0.018,0.013,0,0.429
TX,Rosebud city,0.668,0.178,0.002,0.001,0.292
TX,Rose City city,0.924,0.008,0.002,0,0.141
TX,Rose Hill Acres city,0.957,0,0,0.011,0.05
TX,Rosenberg city,0.611,0.134,0.006,0.01,0.603
TX,Rosharon CDP,0.595,0.188,0.003,0,0.467
TX,Rosita CDP,0.82,0.002,0.138,0,0.864
TX,Ross city,0.996,0.004,0,0,0.071
TX,Rosser village,0.617,0.319,0.015,0,0.063
TX,Rotan city,0.792,0.063,0.007,0.005,0.356
TX,Round Mountain town,0.884,0.017,0.011,0.028,0.116
TX,Round Rock city,0.708,0.098,0.007,0.052,0.29
TX,Round Top town,1,0,0,0,0.011
TX,Rowlett city,0.718,0.134,0.006,0.066,0.165
TX,Roxton city,0.697,0.246,0.009,0.011,0.018
TX,Royse City city,0.81,0.083,0.008,0.011,0.188
TX,Rule town,0.843,0.024,0,0.003,0.261
TX,Runaway Bay city,0.956,0.002,0.012,0.002,0.072
TX,Runge town,0.801,0.021,0,0.005,0.685
TX,Rusk city,0.675,0.265,0.002,0.005,0.121
TX,Sabinal city,0.796,0.004,0.004,0.001,0.665
TX,Sachse city,0.719,0.089,0.008,0.111,0.139
TX,Sadler city,0.956,0,0,0,0.05
TX,Saginaw city,0.83,0.043,0.008,0.018,0.236
TX,St. Hedwig town,0.919,0.027,0.002,0.001,0.149
TX,St. Jo city,0.909,0.001,0.01,0.012,0.102
TX,St. Paul town,0.917,0.012,0.003,0.038,0.099
TX,St. Paul CDP,0.801,0,0,0,0.716
TX,Salado village,0.919,0.009,0.008,0.008,0.095
TX,Saline_o CDP,0.98,0,0,0,0.935
TX,Saline_o North CDP,1,0,0,0,0.974
TX,Sammy Martinez CDP,1,0,0,0,1
TX,Samnorwood CDP,0.98,0,0.02,0,0
TX,Sam Rayburn CDP,0.942,0.021,0.006,0.005,0.058
TX,San Angelo city,0.804,0.046,0.008,0.011,0.385
TX,San Antonio city,0.726,0.069,0.009,0.024,0.632
TX,San Augustine city,0.397,0.518,0.003,0.004,0.105
TX,San Benito city,0.86,0.005,0.003,0.003,0.907
TX,San Carlos CDP,0.964,0,0,0,0.985
TX,San Carlos I CDP,0.997,0,0,0,1
TX,San Carlos II CDP,0.985,0.004,0,0,0.985
TX,Sanctuary town,0.942,0.006,0.003,0.012,0.033
TX,Sanderson CDP,0.847,0.004,0.006,0.004,0.514
TX,Sandia CDP,0.844,0.016,0.026,0,0.657
TX,San Diego city,0.889,0.004,0.002,0.001,0.94
TX,Sandoval CDP,1,0,0,0,1
TX,Sand Springs CDP,0.923,0.005,0.008,0.004,0.184
TX,Sandy Hollow-Escondidas CDP,0.889,0.02,0.007,0,0.595
TX,San Elizario CDP,0.877,0.001,0.005,0.001,0.987
TX,San Felipe town,0.643,0.282,0.001,0,0.134
TX,San Fernando CDP,1,0,0,0,1
TX,Sanford town,0.915,0.006,0.024,0,0.067
TX,Sanger city,0.864,0.034,0.008,0.006,0.177
TX,San Isidro CDP,0.938,0,0,0,0.908
TX,San Juan city,0.892,0.003,0.002,0.002,0.967
TX,San Juan CDP,0.953,0,0,0.016,0.884
TX,San Leanna village,0.907,0.016,0,0.02,0.209
TX,San Leon CDP,0.804,0.008,0.011,0.057,0.233
TX,San Marcos city,0.785,0.055,0.009,0.016,0.378
TX,San Patricio city,0.914,0.013,0.003,0,0.499
TX,San Pedro CDP,0.926,0.004,0.002,0.002,0.981
