Geographic Area,City,poverty_rate
TX,Elgin city,0.217
TX,Elias-Fela Solis CDP,0.31
TX,El Indio CDP,0.407
TX,Elkhart town,0.194
TX,El Lago city,0.075
TX,Elm Creek CDP,0.398
TX,Elmendorf city,0.152
TX,El Mesquite CDP,#VALUE!
TX,Elmo CDP,0.074
TX,E. Lopez CDP,0.32
TX,El Paso city,0.209
TX,El Quiote CDP,0.154
TX,El Rancho Vela CDP,0
TX,El Refugio CDP,0.464
TX,Elsa city,0.458
TX,El Socio CDP,0.131
TX,Emerald Bay CDP,0.206
TX,Emhouse town,0.222
TX,Emory city,0.191
TX,Encantada-Ranchito-El Calaboz CDP,0.482
TX,Enchanted Oaks town,0.032
TX,Encinal city,0.132
TX,Encino CDP,0.472
TX,Ennis city,0.25
TX,Escobares city,0.553
TX,Estelline town,0.092
TX,Eugenio Saenz CDP,1
TX,Euless city,0.122
TX,Eureka city,0.095
TX,Eustace city,0.201
TX,Evadale CDP,0.03
TX,Evant town,0.279
TX,Evergreen CDP,1
TX,Everman city,0.251
TX,Fabens CDP,0.485
TX,Fabrica CDP,0.078
TX,Fairchilds village,0.076
TX,Fairfield city,0.1
TX,Fair Oaks Ranch city,0.005
TX,Fairview town,0.058
TX,Falconaire CDP,1
TX,Falcon Heights CDP,0
TX,Falcon Lake Estates CDP,0.264
TX,Falcon Mesa CDP,0.069
TX,Falcon Village CDP,0.333
TX,Falfurrias city,0.458
TX,Falls City city,0.129
TX,Falman CDP,0.12
TX,Fannett CDP,0.06
TX,Farmers Branch city,0.12
TX,Farmersville city,0.16
TX,Farwell city,0.13
TX,Fate city,0.048
TX,Fayetteville city,0.052
TX,Faysville CDP,0.281
TX,Fernando Salinas CDP,0
TX,Ferris city,0.25
TX,Fifth Street CDP,0.58
TX,Flatonia town,0.156
TX,Flor del Rio CDP,0
TX,Florence city,0.108
TX,Floresville city,0.159
TX,Flowella CDP,0.348
TX,Flower Mound town,0.027
TX,Floydada city,0.272
TX,Follett city,0.156
TX,Forest Hill city,0.245
TX,Forney city,0.078
TX,Forsan city,0.273
TX,Fort Bliss CDP,0.131
TX,Fort Clark Springs CDP,0.124
TX,Fort Davis CDP,0.055
TX,Fort Hancock CDP,0.413
TX,Fort Hood CDP,0.141
TX,Fort Stockton city,0.103
TX,Fort Worth city,0.188
TX,Four Corners CDP,0.125
TX,Four Points CDP,#VALUE!
TX,Fowlerton CDP,0
TX,Franklin city,0.228
TX,Frankston town,0.143
TX,Fredericksburg city,0.141
TX,Freeport city,0.265
TX,Freer city,0.207
TX,Fresno CDP,0.107
TX,Friendswood city,0.057
TX,Friona city,0.197
TX,Frisco city,0.036
TX,Fritch city,0.086
TX,Fronton CDP,0.221
TX,Fronton Ranchettes CDP,0.548
TX,Frost city,0.278
TX,Fruitvale city,0.295
TX,Fulshear city,0.032
TX,Fulton town,0.085
TX,Gail CDP,0
TX,Gainesville city,0.222
TX,Galena Park city,0.215
TX,Gallatin city,0.078
TX,Galveston city,0.246
TX,Ganado city,0.215
TX,Garceno CDP,0.478
TX,Garciasville CDP,1
TX,Garden City CDP,0
TX,Gardendale CDP,0.041
TX,Garden Ridge city,0.011
TX,Garfield CDP,0.263
TX,Garland city,0.172
TX,Garrett town,0.349
TX,Garrison city,0.259
TX,Gary City town,0.128
TX,Garza-Salinas II CDP,0.343
TX,Gatesville city,0.228
TX,Georgetown city,0.08
TX,George West city,0.173
TX,Geronimo CDP,0.144
TX,Gholson city,0.184
TX,Giddings city,0.246
TX,Gilmer city,0.131
TX,Girard CDP,0.129
TX,Gladewater city,0.281
TX,Glenn Heights city,0.106
TX,Glen Rose city,0.144
TX,Glidden CDP,0.09
TX,Godley city,0.162
TX,Goldsmith city,0.091
TX,Goldthwaite city,0.159
TX,Goliad city,0.182
TX,Golinda city,0.28
TX,Gonzales city,0.294
TX,Goodlow city,0.239
TX,Goodrich city,0.135
TX,Gordon city,0.104
TX,Goree city,0.233
TX,Gorman city,0.324
TX,Graford city,0.209
TX,Graham city,0.158
TX,Granbury city,0.093
TX,Grandfalls town,0.278
TX,Grand Prairie city,0.147
TX,Grand Saline city,0.299
TX,Grandview city,0.211
TX,Granger city,0.217
TX,Granite Shoals city,0.348
TX,Granjeno city,0.177
TX,Grape Creek CDP,0.114
TX,Grapeland city,0.314
TX,Grapevine city,0.119
TX,Grays Prairie village,0.046
TX,Greatwood CDP,0.009
TX,Green Valley Farms CDP,0.375
TX,Greenville city,0.231
TX,Gregory city,0.241
TX,Grey Forest city,0.043
TX,Groesbeck city,0.357
TX,Groom town,0.018
TX,Groves city,0.133
TX,Groveton city,0.397
TX,Gruver city,0.112
TX,Guadalupe Guerra CDP,0
TX,Guerra CDP,#VALUE!
TX,Gun Barrel City city,0.235
TX,Gunter city,0.154
TX,Gustine town,0.279
TX,Guthrie CDP,0.075
TX,Gutierrez CDP,1
TX,Hackberry town,0.2
TX,Hale Center city,0.212
TX,Hallettsville city,0.183
TX,Hallsburg city,0.106
TX,Hallsville city,0.074
TX,Haltom City city,0.166
TX,Hamilton city,0.178
TX,Hamlin city,0.278
TX,Happy town,0.288
TX,Hardin city,0.171
TX,Hargill CDP,0.747
TX,Harker Heights city,0.171
TX,Harlingen city,0.325
TX,Harper CDP,0.109
TX,Hart city,0.169
TX,Hartley CDP,0.162
TX,Haskell city,0.233
TX,Haslet city,0.027
TX,Havana CDP,0.353
TX,Hawk Cove city,0.212
TX,Hawkins city,0.252
TX,Hawley city,0.085
TX,Hays city,0.018
TX,H. Cuellar Estates CDP,0
TX,Hearne city,0.196
TX,Heath city,0.023
TX,Hebbronville CDP,0.195
TX,Hebron town,0.011
TX,Hedley city,0.177
TX,Hedwig Village city,0.089
TX,Heidelberg CDP,0.312
TX,Helotes city,0.022
TX,Hemphill city,0.354
TX,Hempstead city,0.365
TX,Henderson city,0.174
TX,Henrietta city,0.134
TX,Hereford city,0.241
TX,Hermleigh CDP,0.052
TX,Hewitt city,0.045
TX,Hickory Creek town,0.019
TX,Hico city,0.133
TX,Hidalgo city,0.302
TX,Hideaway city,0.039
TX,Higgins city,0.049
TX,Highland Haven city,0.033
TX,Highland Park town,0.043
TX,Highlands CDP,0.164
TX,Highland Village city,0.022
TX,Hill Country Village city,0.021
TX,Hillcrest village,0.076
TX,Hillsboro city,0.346
TX,Hillside Acres CDP,#VALUE!
TX,Hilltop CDP (Frio County),0.097
TX,Hilltop CDP (Starr County),0.138
TX,Hilltop Lakes CDP,0
TX,Hilshire Village city,0.017
TX,Hitchcock city,0.219
TX,Holiday Beach CDP,0.038
TX,Holiday Lakes town,0.359
TX,Holland town,0.264
TX,Holliday city,0.143
TX,Holly Lake Ranch CDP,0.054
TX,Hollywood Park town,0.014
TX,Homestead Meadows North CDP,0.374
TX,Homestead Meadows South CDP,0.302
TX,Hondo city,0.268
TX,Honey Grove city,0.252
TX,Hooks city,0.298
TX,Horizon City city,0.174
TX,Hornsby Bend CDP,0.181
TX,Horseshoe Bay city,0.069
TX,Horseshoe Bend CDP,0.093
TX,Houston city,0.225
TX,Howardwick city,0.261
TX,Howe town,0.197
TX,Hubbard city,0.243
TX,Hudson city,0.238
TX,Hudson Bend CDP,0.063
TX,Hudson Oaks city,0.031
TX,Hughes Springs city,0.335
TX,Hull CDP,0.047
TX,Humble city,0.189
TX,Hungerford CDP,0.25
TX,Hunters Creek Village city,0.011
TX,Huntington city,0.245
TX,Huntsville city,0.366
TX,Hurst city,0.128
TX,Hutchins city,0.257
TX,Hutto city,0.058
TX,Huxley city,0.175
TX,Iago CDP,0
TX,Idalou city,0.112
TX,Iglesia Antigua CDP,0.456
TX,Impact town,0.091
TX,Imperial CDP,0.188
TX,Indian Hills CDP,0.454
TX,Indian Lake town,0.387
TX,Indian Springs CDP,0.425
TX,Indio CDP,#VALUE!
TX,Industry city,0.056
TX,Inez CDP,0.136
TX,Ingleside city,0.102
TX,Ingleside on the Bay city,0.042
TX,Ingram city,0.131
TX,Iola city,0.116
TX,Iowa Colony village,0.092
TX,Iowa Park city,0.086
TX,Iraan city,0.072
TX,Iredell city,0.142
TX,Irving city,0.151
TX,Italy town,0.139
TX,Itasca city,0.285
TX,Ivanhoe city,0.304
TX,Jacinto City city,0.355
TX,Jacksboro city,0.165
TX,Jacksonville city,0.369
TX,Jamaica Beach city,0.052
TX,Jardin de San Julian CDP,1
TX,Jarrell city,0.043
TX,Jasper city,0.311
TX,Jayton city,0.112
TX,Jefferson city,0.19
TX,Jersey Village city,0.073
TX,Jewett city,0.174
TX,J.F. Villareal CDP,1
TX,Joaquin city,0.193
TX,Johnson City city,0.141
TX,Jolly city,0.062
TX,Jones Creek village,0.122
TX,Jonestown city,0.089
TX,Josephine city,0.036
TX,Joshua city,0.168
TX,Jourdanton city,0.107
TX,Juarez CDP,0
TX,Junction city,0.274
TX,Justin city,0.112
TX,Karnes City city,0.329
TX,Katy city,0.084
TX,Kaufman city,0.277
TX,K-Bar Ranch CDP,0.063
TX,Keene city,0.254
TX,Keller city,0.037
TX,Kemah city,0.054
TX,Kemp city,0.214
TX,Kempner city,0.174
TX,Kendleton city,0.446
TX,Kenedy city,0.366
TX,Kenefick town,0.072
TX,Kennard city,0.14
TX,Kennedale city,0.1
TX,Kerens city,0.187
TX,Kermit city,0.146
TX,Kerrville city,0.156
TX,Kilgore city,0.153
TX,Killeen city,0.152
TX,Kingsbury CDP,0.188
TX,Kingsland CDP,0.189
TX,Kingsville city,0.29
TX,Kirby city,0.12
TX,Kirbyville city,0.263
TX,Kirvin town,0.077
TX,Knippa CDP,0.387
TX,Knollwood city,0.079
TX,Knox City town,0.079
TX,Kosse town,0.185
TX,Kountze city,0.194
TX,Kress city,0.077
TX,Krugerville city,0.024
TX,Krum city,0.031
TX,Kurten town,0.202
TX,Kyle city,0.06
TX,La Blanca CDP,0.264
TX,La Carla CDP,0.817
TX,La Casita CDP,#VALUE!
TX,La Chuparosa CDP,#VALUE!
TX,Lackland AFB CDP,0.134
TX,La Coma CDP,0
TX,LaCoste city,0.062
TX,Lacy-Lakeview city,0.261
TX,Ladonia town,0.285
TX,La Escondida CDP,1
TX,La Esperanza CDP,0
TX,La Feria city,0.327
TX,La Feria North CDP,0
TX,Lago CDP,0
TX,Lago Vista CDP,0.843
TX,Lago Vista city,0.079
TX,La Grange city,0.245
TX,La Grulla city,0.296
TX,Laguna Heights CDP,0.45
TX,Laguna Park CDP,0.069
TX,Laguna Seca CDP,0.11
TX,Laguna Vista town,0.227
TX,La Homa CDP,0.436
TX,La Joya city,0.304
TX,Lake Bridgeport city,0.194
TX,Lake Brownwood CDP,0.216
TX,Lake Bryan CDP,0.277
TX,Lake Cherokee CDP,0.102
TX,Lake City town,0.217
TX,Lake Colorado City CDP,0.082
TX,Lake Dallas city,0.06
TX,Lake Dunlap CDP,0.135
TX,Lakehills CDP,0.14
TX,Lake Jackson city,0.083
TX,Lake Kiowa CDP,0.059
TX,Lake Medina Shores CDP,0.203
TX,Lake Meredith Estates CDP,0.171
TX,Lakeport city,0.152
TX,Lakeshore Gardens-Hidden Acres CDP,0.351
TX,Lakeside town (San Patricio County),0.031
TX,Lakeside town (Tarrant County),0.033
TX,Lakeside City town,0.036
TX,Lake Tanglewood village,0.078
TX,Lakeview town,0
TX,Lake View CDP,0.15
TX,Lakeway city,0.037
TX,Lakewood Village city,0.041
TX,Lake Worth city,0.117
TX,La Loma de Falcon CDP,0.8
TX,Lamar CDP,0.03
TX,La Marque city,0.196
TX,Lamesa city,0.17
TX,La Minita CDP,0
TX,Lampasas city,0.219
TX,Lancaster city,0.17
TX,Lantana CDP,0.011
TX,La Paloma CDP,0.267
TX,La Paloma Addition CDP,0.455
TX,La Paloma-Lost Creek CDP,0.201
TX,La Paloma Ranchettes CDP,0.32
TX,La Porte city,0.108
TX,La Presa CDP,0.594
TX,La Pryor CDP,0.309
TX,La Puerta CDP,0.269
TX,Laredo city,0.308
TX,Laredo Ranchettes CDP,1
TX,Laredo Ranchettes West CDP,#VALUE!
TX,La Rosita CDP,0
TX,Lasana CDP,0
TX,Lasara CDP,0.493
TX,Las Haciendas CDP,#VALUE!
TX,Las Lomas CDP,0.496
TX,Las Lomitas CDP,0.054
TX,Las Palmas CDP,0
TX,Las Palmas II CDP,0.674
TX,Las Pilas CDP,#VALUE!
TX,Las Quintas Fronterizas CDP,0.351
TX,Latexo city,0.226
TX,La Tina Ranch CDP,0.678
TX,Laughlin AFB CDP,0.022
TX,Laureles CDP,0.479
TX,La Vernia city,0.12
TX,La Victoria CDP,0
TX,La Villa city,0.362
TX,Lavon city,0.009
TX,La Ward city,0.053
TX,Lawn town,0.175
TX,League City city,0.056
TX,Leakey city,0.171
TX,Leander city,0.045
TX,Leary city,0.139
TX,Lefors town,0.112
TX,Leming CDP,0.315
TX,Leona city,0.15
TX,Leonard city,0.216
TX,Leon Valley city,0.091
TX,Leroy city,0.053
TX,Levelland city,0.154
TX,Lewisville city,0.107
TX,Lexington town,0.196
TX,Liberty city,0.207
TX,Liberty City CDP,0.116
TX,Liberty Hill city,0.214
TX,Lincoln Park town,0.101
TX,Lindale city,0.19
TX,Linden city,0.274
TX,Lindsay city,0.007
TX,Lindsay CDP,0.65
TX,Linn CDP,0.228
TX,Lipan city,0.171
TX,Lipscomb CDP,0
TX,Little Elm city,0.058
TX,Littlefield city,0.267
TX,Little River-Academy city,0.118
TX,Live Oak city,0.123
TX,Liverpool city,0.091
TX,Livingston town,0.211
TX,Llano city,0.271
TX,Llano Grande CDP,0.269
TX,Lockhart city,0.131
TX,Lockney town,0.245
TX,Log Cabin city,0.138
TX,Lolita CDP,0.074
TX,Loma Grande CDP,1
TX,Loma Linda CDP,0
TX,Loma Linda East CDP (Jim Wells County),0
TX,Loma Linda East CDP (Starr County),#VALUE!
TX,Loma Linda West CDP,0.448
TX,Loma Vista CDP,0
TX,Lometa city,0.413
TX,Lone Oak city,0.12
TX,Lone Star city,0.291
TX,Longoria CDP,#VALUE!
TX,Longview city,0.179
TX,Loop CDP,0.078
TX,Lope_o CDP,#VALUE!
TX,Lopezville CDP,0.249
TX,Loraine town,0.305
TX,Lorena city,0.128
TX,Lorenzo city,0.222
TX,Los Altos CDP,0.807
TX,Los Alvarez CDP,0.23
TX,Los Angeles CDP,0
TX,Los Arcos CDP,0
TX,Los Arrieros CDP,0
TX,Los Barreras CDP,0.236
TX,Los Centenarios CDP,#VALUE!
TX,Los Corralitos CDP,0
TX,Los Ebanos CDP (Hidalgo County),0.228
TX,Los Ebanos CDP (Starr County),0.32
TX,Los Fresnos city,0.248
TX,Los Fresnos CDP,0.361
TX,Los Huisaches CDP,0
TX,Los Indios town,0.278
TX,Los Lobos CDP,#VALUE!
TX,Los Minerales CDP,0.545
TX,Los Nopalitos CDP,0.649
TX,Lost Creek CDP,0.058
TX,Los Veteranos I CDP,#VALUE!
TX,Los Veteranos II CDP,0
TX,Los Ybanez city,0.818
TX,Lott city,0.196
TX,Louise CDP,0.159
TX,Lovelady city,0.221
TX,Lowry Crossing city,0.057
TX,Lozano CDP,0.646
TX,Lubbock city,0.207
TX,Lucas city,0.132
TX,Lueders city,0.05
TX,Lufkin city,0.237
TX,Luling city,0.203
TX,Lumberton city,0.076
TX,Lyford city,0.402
TX,Lytle city,0.136
TX,Mabank town,0.242
TX,McAllen city,0.261
TX,McCamey city,0.295
TX,McDade CDP,0.2
TX,Macdona CDP,0
TX,McGregor city,0.169
TX,McKinney city,0.074
TX,McKinney Acres CDP,0.126
TX,McLean town,0.175
TX,McLendon-Chisholm city,0.028
TX,McQueeney CDP,0.052
TX,Madisonville city,0.274
TX,Magnolia city,0.159
TX,Malakoff city,0.332
TX,Malone town,0.171
TX,Manchaca CDP,0.095
TX,Manor city,0.217
TX,Mansfield city,0.062
TX,Manuel Garcia CDP,0.171
TX,Manuel Garcia II CDP,0
TX,Manvel city,0.1
TX,Marathon CDP,0.031
TX,Marble Falls city,0.119
TX,Marfa city,0.138
TX,Marietta town,0.138
TX,Marion city,0.085
TX,Markham CDP,0.23
TX,Marlin city,0.359
TX,Marquez city,0.174
TX,Marshall city,0.222
TX,Mart city,0.274
TX,Martindale city,0.182
TX,Martinez CDP,#VALUE!
TX,Mason city,0.248
TX,Matador town,0.12
TX,Matagorda CDP,0.17
TX,Mathis city,0.353
TX,Maud city,0.237
TX,Mauriceville CDP,0.161
TX,Maypearl city,0.059
TX,Meadow town,0.309
TX,Meadowlakes city,0.013
TX,Meadows Place city,0.063
TX,Medina CDP,0.605
TX,Megargel town,0.027
TX,Melissa city,0.009
TX,Melvin town,0.337
TX,Memphis city,0.271
TX,Menard city,0.156
TX,Mentone CDP,0.351
TX,Mercedes city,0.399
TX,Meridian city,0.259
TX,Merkel town,0.193
TX,Mertens town,0.264
TX,Mertzon city,0.147
TX,Mesquite city,0.154
TX,Mesquite CDP,0.269
TX,Mexia city,0.268
TX,Miami city,0.016
TX,Midland city,0.093
TX,Midlothian city,0.053
TX,Midway city,0.111
TX,Midway North CDP,0.414
TX,Midway South CDP,0.316
TX,Miguel Barrera CDP,0
TX,Mikes CDP,0.725
TX,Mila Doce CDP,0.594
TX,Milam CDP,0.369
TX,Milano city,0.315
TX,Mildred town,0.119
TX,Miles city,0.102
TX,Milford town,0.085
TX,Miller's Cove town,0.558
TX,Millican town,0.083
TX,Millsap town,0.199
TX,Mineola city,0.162
TX,Mineral Wells city,0.263
TX,Mingus city,0.261
TX,Mi Ranchito Estate CDP,0
TX,Mirando City CDP,0.613
TX,Mission city,0.26
TX,Mission Bend CDP,0.123
TX,Missouri City city,0.052
TX,Mobeetie city,0.16
TX,Mobile City city,0.419
TX,Monahans city,0.185
TX,Montague CDP,0.137
TX,Mont Belvieu city,0.055
TX,Monte Alto CDP,0.486
TX,Montgomery city,0.203
TX,Moody city,0.19
TX,Moore CDP,0.532
TX,Moore Station city,0.223
TX,Moraida CDP,0
TX,Morales-Sanchez CDP,0
TX,Moran city,0.274
TX,Morgan city,0.298
TX,Morgan Farm CDP,0.072
TX,Morgan's Point city,0.122
TX,Morgan's Point Resort city,0.075
TX,Morning Glory CDP,0.303
TX,Morse CDP,0.194
TX,Morton city,0.245
TX,Moulton town,0.158
TX,Mountain City city,0.012
TX,Mount Calm city,0.127
TX,Mount Enterprise city,0.203
TX,Mount Pleasant city,0.22
TX,Mount Vernon town,0.272
TX,Muenster city,0.099
TX,Muleshoe city,0.156
TX,Mullin town,0.287
TX,Munday city,0.237
TX,Muniz CDP,0.196
TX,Murchison city,0.156
TX,Murillo CDP,0.247
TX,Murphy city,0.033
TX,Mustang town,0.933
TX,Mustang Ridge city,0.106
TX,Myrtle Springs CDP,0.254
TX,Nacogdoches city,0.3
TX,Naples city,0.224
TX,Narciso Pena CDP,#VALUE!
TX,Nash city,0.171
TX,Nassau Bay city,0.071
TX,Natalia city,0.262
TX,Navarro town,0.079
TX,Navasota city,0.201
TX,Nazareth city,0.053
TX,Nederland city,0.085
TX,Needville city,0.084
TX,Nesbitt town,0.276
TX,Netos CDP,1
TX,Nevada city,0.101
TX,Newark city,0.207
TX,New Berlin city,0.009
TX,New Boston city,0.284
TX,New Braunfels city,0.095
TX,Newcastle city,0.19
TX,New Chapel Hill city,0.151
TX,New Deal town,0.171
TX,New Fairview city,0.088
TX,New Falcon CDP,0.919
TX,New Home city,0.205
TX,New Hope town,0.076
TX,New London city,0.207
TX,New Summerfield city,0.261
TX,New Territory CDP,0.033
TX,Newton city,0.299
TX,New Waverly city,0.425
TX,Neylandville town,0.234
TX,Niederwald city,0.155
TX,Nina CDP,0.223
TX,Nixon city,0.257
TX,Nocona city,0.317
TX,Nocona Hills CDP,0.088
TX,Nolanville city,0.245
TX,Nome city,0.181
TX,Noonday city,0.058
TX,Nordheim city,0.192
TX,Normangee town,0.189
TX,Normanna CDP,0.03
TX,North Alamo CDP,0.242
TX,North Cleveland city,0.227
TX,North Escobares CDP,0.233
TX,Northlake town,0.055
TX,North Pearsall CDP,0.171
TX,North Richland Hills city,0.077
TX,Northridge CDP,#VALUE!
TX,North San Pedro CDP,0.177
TX,Novice city,0.225
TX,Oak Grove town,0.035
TX,Oakhurst CDP,0
TX,Oak Island CDP,0.504
TX,Oak Leaf city,0.018
TX,Oak Point city,0.061
TX,Oak Ridge town (Cooke County),0.032
TX,Oak Ridge town (Kaufman County),0.033
TX,Oak Ridge North city,0.061
TX,Oak Trail Shores CDP,0.247
TX,Oak Valley town,0.119
TX,Oakwood town,0.142
TX,O'Brien city,0.155
TX,Odem city,0.236
TX,Odessa city,0.121
TX,O'Donnell city,0.269
TX,Oglesby city,0.234
TX,Oilton CDP,0.163
TX,Old River-Winfree city,0.165
TX,Olivarez CDP,0.447
TX,Olivia Lopez de Gutierrez CDP,#VALUE!
TX,Olmito CDP,0.498
TX,Olmito and Olmito CDP,0.305
TX,Olmos Park city,0.047
TX,Olney city,0.165
TX,Olton city,0.224
TX,Omaha city,0.182
TX,Onalaska city,0.332
TX,Opdyke West town,0.248
TX,Orange city,0.212
TX,Orange Grove city,0.199
TX,Orason CDP,0
TX,Orchard city,0.227
TX,Ore City city,0.167
TX,Overton city,0.187
TX,Ovilla city,0.034
TX,Owl Ranch CDP,0.262
TX,Oyster Creek city,0.265
TX,Ozona CDP,0.175
TX,Pablo Pena CDP,#VALUE!
TX,Paducah town,0.282
TX,Paint Rock town,0.186
TX,Paisano Park CDP,0
TX,Palacios city,0.21
TX,Palestine city,0.238
TX,Palisades village,0.129
TX,Palmer town,0.099
TX,Palmhurst city,0.137
TX,Palm Valley city,0.047
TX,Palmview city,0.329
TX,Palmview South CDP,0.403
TX,Palo Blanco CDP,0.312
TX,Paloma Creek CDP,0.063
TX,Paloma Creek South CDP,0.055
TX,Palo Pinto CDP,0.116
TX,Pampa city,0.14
TX,Panhandle town,0.11
TX,Panorama Village city,0.064
TX,Pantego town,0.11
TX,Paradise city,0.051
TX,Paris city,0.256
TX,Parker city,0.042
TX,Pasadena city,0.199
TX,Pattison city,0.048
TX,Patton Village city,0.32
TX,Pawnee CDP,0
TX,Payne Springs town,0.16
TX,Pearland city,0.045
TX,Pearsall city,0.246
TX,Pecan Acres CDP,0.028
TX,Pecan Gap city,0.074
TX,Pecan Grove CDP,0.044
TX,Pecan Hill city,0.189
TX,Pecan Plantation CDP,0.046
TX,Pecos city,0.151
TX,Pelican Bay city,0.369
TX,Pena CDP,1
TX,Penelope town,0.083
TX,Penitas city,0.26
TX,Perezville CDP,0.379
TX,Perrin CDP,0.089
TX,Perryton city,0.144
TX,Petersburg city,0.272
TX,Petrolia city,0.138
TX,Petronila city,0.032
TX,Pettus CDP,0.154
TX,Pflugerville city,0.08
TX,Pharr city,0.339
TX,Pilot Point city,0.161
TX,Pine Forest city,0.046
TX,Pine Harbor CDP,0.481
TX,Pinehurst CDP,0.305
TX,Pinehurst city,0.183
TX,Pine Island town,0.167
TX,Pineland city,0.276
TX,Pinewood Estates CDP,0.013
TX,Piney Point Village city,0.039
TX,Pittsburg city,0.274
TX,Placedo CDP,0.283
TX,Plains town,0.158
TX,Plainview city,0.252
TX,Plano city,0.075
TX,Pleak village,0.322
TX,Pleasant Hill CDP,0.216
TX,Pleasanton city,0.206
TX,Pleasant Valley town,0.049
TX,Plum Grove city,0.187
TX,Point city,0.306
TX,Point Blank city,0.287
TX,Point Comfort city,0.073
TX,Point Venture village,0.073
TX,Ponder town,0.034
TX,Port Aransas city,0.107
TX,Port Arthur city,0.273
TX,Porter Heights CDP,0.381
TX,Port Isabel city,0.328
TX,Portland city,0.073
TX,Port Lavaca city,0.232
TX,Port Mansfield CDP,0.329
TX,Port Neches city,0.125
TX,Port O'Connor CDP,0.078
TX,Post city,0.131
TX,Post Oak Bend City town,0.016
TX,Poteet city,0.243
TX,Poth town,0.126
TX,Potosi CDP,0.041
TX,Pottsboro town,0.142
TX,Powderly CDP,0.105
TX,Powell town,0.177
TX,Poynor town,0.274
TX,Prado Verde CDP,0
TX,Prairie View city,0.457
TX,Premont city,0.239
TX,Presidio city,0.243
TX,Preston CDP,0.091
TX,Primera town,0.281
TX,Princeton city,0.22
TX,Progreso city,0.5
TX,Progreso Lakes city,0.043
TX,Prosper town,0.089
TX,Providence Village town,0.052
TX,Pueblo East CDP,#VALUE!
TX,Pueblo Nuevo CDP,0.801
TX,Putnam town,0
TX,Pyote town,0.015
TX,Quail CDP,0.111
TX,Quail Creek CDP,0.068
TX,Quanah city,0.156
TX,Queen City city,0.246
TX,Quemado CDP,0.562
TX,Quesada CDP,#VALUE!
TX,Quinlan city,0.272
TX,Quintana town,0.523
TX,Quitaque city,0.331
TX,Quitman city,0.15
TX,Radar Base CDP,0.53
TX,Rafael Pena CDP,#VALUE!
TX,Ralls city,0.212
TX,Ramireno CDP,0
TX,Ramirez-Perez CDP,1
TX,Ramos CDP,0.353
TX,Ranchette Estates CDP,0
TX,Ranchitos del Norte CDP,#VALUE!
TX,Ranchitos East CDP,0.657
TX,Ranchitos Las Lomas CDP,0.709
TX,Rancho Alegre CDP,0.292
TX,Rancho Banquete CDP,0.07
TX,Rancho Chico CDP,0.61
TX,Ranchos Penitas West CDP,0.436
TX,Rancho Viejo town,0.124
TX,Rancho Viejo CDP,0
TX,Randolph AFB CDP,0.033
TX,Ranger city,0.126
TX,Rangerville village,0.519
TX,Rankin city,0.045
TX,Ransom Canyon town,0.022
TX,Ratamosa CDP,1
TX,Ravenna city,0.109
TX,Raymondville city,0.409
TX,Realitos CDP,0.707
TX,Redfield CDP,0.576
TX,Redford CDP,0.764
TX,Redland CDP,0.39
TX,Red Lick city,0.097
TX,Red Oak city,0.097
TX,Redwater city,0.18
TX,Redwood CDP,0.166
TX,Refugio town,0.23
TX,Regino Ramirez CDP,0.627
TX,Reid Hope King CDP,0.588
TX,Reklaw city,0.122
TX,Relampago CDP,0.477
TX,Rendon CDP,0.07
TX,Reno city (Lamar County),0.123
TX,Reno city (Parker and Tarrant Counties),0.133
TX,Retreat town,0.108
TX,Rhome city,0.099
TX,Ricardo CDP,0.338
TX,Rice city,0.189
TX,Richardson city,0.106
TX,Richland town,0.32
TX,Richland Hills city,0.106
TX,Richland Springs town,0.112
TX,Richmond city,0.216
TX,Richwood city,0.156
TX,Riesel city,0.183
TX,Rio Bravo city,0.442
TX,Rio Grande City city,0.305
TX,Rio Hondo city,0.224
TX,Rio Vista city,0.181
TX,Rising Star town,0.264
TX,Rivereno CDP,#VALUE!
TX,River Oaks city,0.147
TX,Riverside city,0.254
TX,Riviera CDP,0.097
TX,Roanoke city,0.114
TX,Roaring Springs town,0.362
TX,Robert Lee city,0.156
TX,Robinson city,0.096
TX,Robstown city,0.354
TX,Roby city,0.269
TX,Rochester town,0.276
TX,Rockdale city,0.174
TX,Rockport city,0.207
TX,Rocksprings town,0.153
TX,Rockwall city,0.064
TX,Rocky Mound town,0
TX,Rogers town,0.109
TX,Rollingwood city,0.026
TX,Roma city,0.434
TX,Roma Creek CDP,0.174
TX,Roman Forest town,0.02
TX,Ropesville city,0.064
TX,Roscoe city,0.153
TX,Rosebud city,0.323
TX,Rose City city,0.091
TX,Rose Hill Acres city,0.071
TX,Rosenberg city,0.207
TX,Rosharon CDP,0.146
TX,Rosita CDP,0.312
TX,Ross city,0.108
TX,Rosser village,0.307
TX,Rotan city,0.238
TX,Round Mountain town,0.181
TX,Round Rock city,0.1
TX,Round Top town,0.068
TX,Rowlett city,0.068
TX,Roxton city,0.351
TX,Royse City city,0.073
TX,Rule town,0.247
TX,Runaway Bay city,0.046
TX,Runge town,0.221
TX,Rusk city,0.232
TX,Sabinal city,0.196
TX,Sachse city,0.04
TX,Sadler city,0.063
TX,Saginaw city,0.075
TX,St. Hedwig town,0.039
TX,St. Jo city,0.128
TX,St. Paul town,0.111
TX,St. Paul CDP,0.275
